Driver,LapTime,Sector1Time,Sector2Time,Sector3Time
HAM,0 days 00:01:40.974000,0 days 00:00:26.745000,0 days 00:00:30.682000,0 days 00:00:43.547000
HAM,0 days 00:01:41.113000,0 days 00:00:26.948000,0 days 00:00:30.643000,0 days 00:00:43.522000
HAM,0 days 00:01:41.500000,0 days 00:00:26.915000,0 days 00:00:30.751000,0 days 00:00:43.834000
HAM,0 days 00:01:40.882000,0 days 00:00:26.958000,0 days 00:00:30.425000,0 days 00:00:43.499000
HAM,0 days 00:01:41.068000,0 days 00:00:27.094000,0 days 00:00:30.261000,0 days 00:00:43.713000
HAM,0 days 00:01:41.222000,0 days 00:00:27.038000,0 days 00:00:30.454000,0 days 00:00:43.730000
HAM,0 days 00:01:40.915000,0 days 00:00:26.942000,0 days 00:00:30.321000,0 days 00:00:43.652000
HAM,0 days 00:01:41.098000,0 days 00:00:26.985000,0 days 00:00:30.492000,0 days 00:00:43.621000
HAM,0 days 00:01:41.341000,0 days 00:00:27.014000,0 days 00:00:30.474000,0 days 00:00:43.853000
HAM,0 days 00:01:41.376000,0 days 00:00:27.082000,0 days 00:00:30.487000,0 days 00:00:43.807000
HAM,0 days 00:01:41.315000,0 days 00:00:26.972000,0 days 00:00:30.348000,0 days 00:00:43.995000
HAM,0 days 00:01:41.920000,0 days 00:00:27.010000,0 days 00:00:31.133000,0 days 00:00:43.777000
HAM,0 days 00:01:41.306000,0 days 00:00:27.041000,0 days 00:00:30.575000,0 days 00:00:43.690000
HAM,0 days 00:01:41.485000,0 days 00:00:27.133000,0 days 00:00:30.628000,0 days 00:00:43.724000
HAM,0 days 00:01:41.461000,0 days 00:00:27.058000,0 days 00:00:30.527000,0 days 00:00:43.876000
HAM,0 days 00:01:41.521000,0 days 00:00:27.013000,0 days 00:00:30.603000,0 days 00:00:43.905000
HAM,0 days 00:01:41.493000,0 days 00:00:27.053000,0 days 00:00:30.612000,0 days 00:00:43.828000
HAM,0 days 00:01:41.604000,0 days 00:00:27.124000,0 days 00:00:30.622000,0 days 00:00:43.858000
HAM,0 days 00:01:42.084000,0 days 00:00:27.114000,0 days 00:00:30.620000,0 days 00:00:44.350000
SAI,0 days 00:01:42.115000,0 days 00:00:27.246000,0 days 00:00:31.059000,0 days 00:00:43.810000
SAI,0 days 00:01:41.979000,0 days 00:00:27.267000,0 days 00:00:30.965000,0 days 00:00:43.747000
SAI,0 days 00:01:42.145000,0 days 00:00:27.400000,0 days 00:00:31.006000,0 days 00:00:43.739000
SAI,0 days 00:01:42.210000,0 days 00:00:27.279000,0 days 00:00:31.121000,0 days 00:00:43.810000
SAI,0 days 00:01:42.409000,0 days 00:00:27.317000,0 days 00:00:31.132000,0 days 00:00:43.960000
SAI,0 days 00:01:42.783000,0 days 00:00:27.351000,0 days 00:00:31.085000,0 days 00:00:44.347000
SAI,0 days 00:01:42.951000,0 days 00:00:27.480000,0 days 00:00:31.199000,0 days 00:00:44.272000
SAI,0 days 00:01:42.800000,0 days 00:00:27.441000,0 days 00:00:31.194000,0 days 00:00:44.165000
SAI,0 days 00:01:43.238000,0 days 00:00:27.371000,0 days 00:00:31.806000,0 days 00:00:44.061000
SAI,0 days 00:01:43.299000,0 days 00:00:27.380000,0 days 00:00:31.597000,0 days 00:00:44.322000
SAI,0 days 00:01:42.603000,0 days 00:00:27.289000,0 days 00:00:31.140000,0 days 00:00:44.174000
SAI,0 days 00:01:42.400000,0 days 00:00:27.455000,0 days 00:00:31.031000,0 days 00:00:43.914000
SAI,0 days 00:01:43.087000,0 days 00:00:27.657000,0 days 00:00:31.162000,0 days 00:00:44.268000
SAI,0 days 00:01:42.792000,0 days 00:00:27.496000,0 days 00:00:31.088000,0 days 00:00:44.208000
SAI,0 days 00:01:42.693000,0 days 00:00:27.384000,0 days 00:00:31.091000,0 days 00:00:44.218000
SAI,0 days 00:01:47.863000,0 days 00:00:27.355000,0 days 00:00:31.014000,0 days 00:00:49.494000
SAI,0 days 00:01:58.852000,0 days 00:00:45.627000,0 days 00:00:30.049000,0 days 00:00:43.176000
SAI,0 days 00:01:39.764000,0 days 00:00:26.609000,0 days 00:00:29.898000,0 days 00:00:43.257000
SAI,0 days 00:01:40.661000,0 days 00:00:26.873000,0 days 00:00:30.157000,0 days 00:00:43.631000
SAI,0 days 00:01:55.808000,0 days 00:00:26.983000,0 days 00:00:31.136000,0 days 00:00:57.689000
SAI,0 days 00:02:14.775000,0 days 00:00:38.220000,0 days 00:00:38.751000,0 days 00:00:57.804000
SAI,0 days 00:02:13.108000,0 days 00:00:37.280000,0 days 00:00:37.160000,0 days 00:00:58.668000
SAI,0 days 00:02:13.409000,0 days 00:00:37.683000,0 days 00:00:38.503000,0 days 00:00:57.223000
SAI,0 days 00:02:16.459000,0 days 00:00:27.708000,0 days 00:00:47.613000,0 days 00:01:01.138000
SAI,0 days 00:01:52.235000,0 days 00:00:26.898000,0 days 00:00:30.310000,0 days 00:00:55.027000
SAI,0 days 00:02:25.926000,0 days 00:00:39.665000,0 days 00:00:45.528000,0 days 00:01:00.733000
SAI,0 days 00:02:21.876000,0 days 00:00:35.663000,0 days 00:00:44.594000,0 days 00:01:01.619000
SAI,0 days 00:02:24.652000,0 days 00:00:33.053000,0 days 00:00:44.499000,0 days 00:01:07.100000
SAI,0 days 00:01:40.401000,0 days 00:00:26.813000,0 days 00:00:30.054000,0 days 00:00:43.534000
SAI,0 days 00:01:40.048000,0 days 00:00:26.579000,0 days 00:00:30.014000,0 days 00:00:43.455000
SAI,0 days 00:01:40.416000,0 days 00:00:26.856000,0 days 00:00:30.101000,0 days 00:00:43.459000
SAI,0 days 00:01:40.311000,0 days 00:00:26.839000,0 days 00:00:30.115000,0 days 00:00:43.357000
SAI,0 days 00:01:40.615000,0 days 00:00:26.863000,0 days 00:00:30.199000,0 days 00:00:43.553000
SAI,0 days 00:01:40.726000,0 days 00:00:26.883000,0 days 00:00:30.341000,0 days 00:00:43.502000
SAI,0 days 00:01:40.603000,0 days 00:00:26.920000,0 days 00:00:30.270000,0 days 00:00:43.413000
SAI,0 days 00:01:40.497000,0 days 00:00:26.878000,0 days 00:00:30.134000,0 days 00:00:43.485000
SAI,0 days 00:01:40.875000,0 days 00:00:26.942000,0 days 00:00:30.247000,0 days 00:00:43.686000
SAI,0 days 00:01:40.299000,0 days 00:00:26.722000,0 days 00:00:30.121000,0 days 00:00:43.456000
SAI,0 days 00:01:40.756000,0 days 00:00:26.846000,0 days 00:00:30.216000,0 days 00:00:43.694000
SAI,0 days 00:01:40.345000,0 days 00:00:26.766000,0 days 00:00:29.986000,0 days 00:00:43.593000
SAI,0 days 00:01:40.109000,0 days 00:00:26.644000,0 days 00:00:30.037000,0 days 00:00:43.428000
SAI,0 days 00:01:40.220000,0 days 00:00:26.740000,0 days 00:00:30.041000,0 days 00:00:43.439000
SAI,0 days 00:01:40.227000,0 days 00:00:26.838000,0 days 00:00:30.002000,0 days 00:00:43.387000
SAI,0 days 00:01:40.602000,0 days 00:00:26.859000,0 days 00:00:30.120000,0 days 00:00:43.623000
SAI,0 days 00:01:40.471000,0 days 00:00:26.880000,0 days 00:00:30.031000,0 days 00:00:43.560000
SAI,0 days 00:01:40.109000,0 days 00:00:26.705000,0 days 00:00:30.015000,0 days 00:00:43.389000
SAI,0 days 00:01:40.352000,0 days 00:00:26.727000,0 days 00:00:30.171000,0 days 00:00:43.454000
SAI,0 days 00:01:40.239000,0 days 00:00:26.745000,0 days 00:00:30.098000,0 days 00:00:43.396000
SAI,0 days 00:01:40.413000,0 days 00:00:26.766000,0 days 00:00:30.200000,0 days 00:00:43.447000
SAI,0 days 00:01:40.561000,0 days 00:00:26.819000,0 days 00:00:30.219000,0 days 00:00:43.523000
SAI,0 days 00:01:40.281000,0 days 00:00:26.594000,0 days 00:00:30.274000,0 days 00:00:43.413000
SAI,0 days 00:01:40.711000,0 days 00:00:26.895000,0 days 00:00:30.215000,0 days 00:00:43.601000
SAI,0 days 00:01:40.410000,0 days 00:00:26.876000,0 days 00:00:30.153000,0 days 00:00:43.381000
RUS,0 days 00:01:41.696000,0 days 00:00:26.985000,0 days 00:00:30.791000,0 days 00:00:43.920000
RUS,0 days 00:01:41.771000,0 days 00:00:26.895000,0 days 00:00:30.930000,0 days 00:00:43.946000
RUS,0 days 00:01:42.413000,0 days 00:00:27.441000,0 days 00:00:30.963000,0 days 00:00:44.009000
RUS,0 days 00:01:42.185000,0 days 00:00:27.178000,0 days 00:00:31.051000,0 days 00:00:43.956000
RUS,0 days 00:01:42.597000,0 days 00:00:27.312000,0 days 00:00:31.169000,0 days 00:00:44.116000
RUS,0 days 00:01:42.589000,0 days 00:00:27.340000,0 days 00:00:31.018000,0 days 00:00:44.231000
RUS,0 days 00:01:43.114000,0 days 00:00:27.416000,0 days 00:00:31.223000,0 days 00:00:44.475000
RUS,0 days 00:01:43.985000,0 days 00:00:27.976000,0 days 00:00:31.329000,0 days 00:00:44.680000
RUS,0 days 00:01:43.227000,0 days 00:00:27.548000,0 days 00:00:31.380000,0 days 00:00:44.299000
RUS,0 days 00:01:48.016000,0 days 00:00:27.595000,0 days 00:00:31.267000,0 days 00:00:49.154000
RUS,0 days 00:01:58.003000,0 days 00:00:44.862000,0 days 00:00:29.863000,0 days 00:00:43.278000
RUS,0 days 00:01:40.785000,0 days 00:00:26.911000,0 days 00:00:30.220000,0 days 00:00:43.654000
RUS,0 days 00:01:41.754000,0 days 00:00:27.036000,0 days 00:00:30.895000,0 days 00:00:43.823000
RUS,0 days 00:01:41.308000,0 days 00:00:27.202000,0 days 00:00:30.459000,0 days 00:00:43.647000
RUS,0 days 00:01:41.400000,0 days 00:00:27.034000,0 days 00:00:30.479000,0 days 00:00:43.887000
RUS,0 days 00:01:41.376000,0 days 00:00:27.016000,0 days 00:00:30.516000,0 days 00:00:43.844000
RUS,0 days 00:01:41.491000,0 days 00:00:27.005000,0 days 00:00:30.517000,0 days 00:00:43.969000
RUS,0 days 00:01:41.416000,0 days 00:00:26.995000,0 days 00:00:30.419000,0 days 00:00:44.002000
RUS,0 days 00:01:42.067000,0 days 00:00:27.247000,0 days 00:00:30.687000,0 days 00:00:44.133000
RUS,0 days 00:01:52.130000,0 days 00:00:26.990000,0 days 00:00:30.734000,0 days 00:00:54.406000
RUS,0 days 00:02:13.433000,0 days 00:00:34.980000,0 days 00:00:41.851000,0 days 00:00:56.602000
RUS,0 days 00:02:18.074000,0 days 00:00:35.529000,0 days 00:00:40.902000,0 days 00:01:01.643000
RUS,0 days 00:02:28.872000,0 days 00:00:52.768000,0 days 00:00:40.554000,0 days 00:00:55.550000
RUS,0 days 00:02:11.356000,0 days 00:00:30.327000,0 days 00:00:40.429000,0 days 00:01:00.600000
RUS,0 days 00:01:53.377000,0 days 00:00:26.882000,0 days 00:00:30.016000,0 days 00:00:56.479000
RUS,0 days 00:02:29.234000,0 days 00:00:33.270000,0 days 00:00:50.802000,0 days 00:01:05.162000
RUS,0 days 00:02:25.225000,0 days 00:00:39.351000,0 days 00:00:46.214000,0 days 00:00:59.660000
RUS,0 days 00:02:21.655000,0 days 00:00:36.089000,0 days 00:00:44.314000,0 days 00:01:01.252000
RUS,0 days 00:02:24.253000,0 days 00:00:33.249000,0 days 00:00:44.397000,0 days 00:01:06.607000
RUS,0 days 00:01:40.690000,0 days 00:00:26.911000,0 days 00:00:30.215000,0 days 00:00:43.564000
RUS,0 days 00:01:40.476000,0 days 00:00:26.712000,0 days 00:00:30.099000,0 days 00:00:43.665000
RUS,0 days 00:01:40.467000,0 days 00:00:26.774000,0 days 00:00:30.103000,0 days 00:00:43.590000
RUS,0 days 00:01:40.493000,0 days 00:00:26.993000,0 days 00:00:30.065000,0 days 00:00:43.435000
RUS,0 days 00:01:40.496000,0 days 00:00:26.798000,0 days 00:00:30.249000,0 days 00:00:43.449000
RUS,0 days 00:01:40.687000,0 days 00:00:26.898000,0 days 00:00:30.229000,0 days 00:00:43.560000
RUS,0 days 00:01:40.451000,0 days 00:00:26.874000,0 days 00:00:30.036000,0 days 00:00:43.541000
RUS,0 days 00:01:40.112000,0 days 00:00:26.699000,0 days 00:00:29.964000,0 days 00:00:43.449000
RUS,0 days 00:01:40.780000,0 days 00:00:26.764000,0 days 00:00:30.319000,0 days 00:00:43.697000
RUS,0 days 00:01:41.024000,0 days 00:00:26.851000,0 days 00:00:30.398000,0 days 00:00:43.775000
RUS,0 days 00:01:40.772000,0 days 00:00:26.790000,0 days 00:00:30.347000,0 days 00:00:43.635000
RUS,0 days 00:01:40.681000,0 days 00:00:26.757000,0 days 00:00:30.125000,0 days 00:00:43.799000
RUS,0 days 00:01:40.380000,0 days 00:00:26.791000,0 days 00:00:29.985000,0 days 00:00:43.604000
RUS,0 days 00:01:40.619000,0 days 00:00:26.971000,0 days 00:00:30.124000,0 days 00:00:43.524000
RUS,0 days 00:01:40.380000,0 days 00:00:26.794000,0 days 00:00:30.120000,0 days 00:00:43.466000
RUS,0 days 00:01:40.404000,0 days 00:00:26.775000,0 days 00:00:30.228000,0 days 00:00:43.401000
RUS,0 days 00:01:40.394000,0 days 00:00:26.879000,0 days 00:00:30.089000,0 days 00:00:43.426000
RUS,0 days 00:01:40.218000,0 days 00:00:26.711000,0 days 00:00:30.072000,0 days 00:00:43.435000
RUS,0 days 00:01:40.466000,0 days 00:00:26.714000,0 days 00:00:30.205000,0 days 00:00:43.547000
RUS,0 days 00:01:40.334000,0 days 00:00:26.764000,0 days 00:00:30.193000,0 days 00:00:43.377000
RUS,0 days 00:01:40.731000,0 days 00:00:26.750000,0 days 00:00:30.218000,0 days 00:00:43.763000
RUS,0 days 00:01:40.670000,0 days 00:00:26.934000,0 days 00:00:30.149000,0 days 00:00:43.587000
RUS,0 days 00:01:40.840000,0 days 00:00:26.899000,0 days 00:00:30.295000,0 days 00:00:43.646000
RUS,0 days 00:01:41.429000,0 days 00:00:26.942000,0 days 00:00:30.684000,0 days 00:00:43.803000
RUS,0 days 00:01:40.793000,0 days 00:00:26.795000,0 days 00:00:30.331000,0 days 00:00:43.667000
BOT,0 days 00:01:43.041000,0 days 00:00:27.648000,0 days 00:00:31.229000,0 days 00:00:44.164000
BOT,0 days 00:01:42.548000,0 days 00:00:27.242000,0 days 00:00:31.336000,0 days 00:00:43.970000
BOT,0 days 00:01:43.032000,0 days 00:00:27.247000,0 days 00:00:31.432000,0 days 00:00:44.353000
BOT,0 days 00:01:43.192000,0 days 00:00:27.299000,0 days 00:00:31.575000,0 days 00:00:44.318000
BOT,0 days 00:01:43.151000,0 days 00:00:27.357000,0 days 00:00:31.453000,0 days 00:00:44.341000
BOT,0 days 00:01:42.959000,0 days 00:00:27.557000,0 days 00:00:31.510000,0 days 00:00:43.892000
BOT,0 days 00:01:43.450000,0 days 00:00:27.595000,0 days 00:00:31.172000,0 days 00:00:44.683000
BOT,0 days 00:01:47.977000,0 days 00:00:27.480000,0 days 00:00:31.189000,0 days 00:00:49.308000
BOT,0 days 00:02:01.016000,0 days 00:00:46.422000,0 days 00:00:30.772000,0 days 00:00:43.822000
BOT,0 days 00:01:41.276000,0 days 00:00:27.030000,0 days 00:00:30.426000,0 days 00:00:43.820000
BOT,0 days 00:01:41.994000,0 days 00:00:27.306000,0 days 00:00:30.865000,0 days 00:00:43.823000
BOT,0 days 00:01:42.144000,0 days 00:00:27.393000,0 days 00:00:30.725000,0 days 00:00:44.026000
BOT,0 days 00:01:42.359000,0 days 00:00:27.546000,0 days 00:00:30.783000,0 days 00:00:44.030000
BOT,0 days 00:01:42.391000,0 days 00:00:27.389000,0 days 00:00:30.819000,0 days 00:00:44.183000
BOT,0 days 00:01:42.215000,0 days 00:00:27.116000,0 days 00:00:30.773000,0 days 00:00:44.326000
BOT,0 days 00:01:42.606000,0 days 00:00:27.347000,0 days 00:00:30.971000,0 days 00:00:44.288000
BOT,0 days 00:01:42.768000,0 days 00:00:27.472000,0 days 00:00:30.886000,0 days 00:00:44.410000
BOT,0 days 00:01:42.252000,0 days 00:00:27.245000,0 days 00:00:30.664000,0 days 00:00:44.343000
PIA,0 days 00:01:41.607000,0 days 00:00:27.303000,0 days 00:00:30.583000,0 days 00:00:43.721000
PIA,0 days 00:01:41.754000,0 days 00:00:27.073000,0 days 00:00:31.057000,0 days 00:00:43.624000
PIA,0 days 00:01:42.247000,0 days 00:00:27.517000,0 days 00:00:30.817000,0 days 00:00:43.913000
PIA,0 days 00:01:42.227000,0 days 00:00:27.488000,0 days 00:00:30.877000,0 days 00:00:43.862000
PIA,0 days 00:01:42.608000,0 days 00:00:27.420000,0 days 00:00:31.171000,0 days 00:00:44.017000
PIA,0 days 00:01:42.376000,0 days 00:00:27.431000,0 days 00:00:30.809000,0 days 00:00:44.136000
PIA,0 days 00:01:42.627000,0 days 00:00:27.427000,0 days 00:00:30.943000,0 days 00:00:44.257000
PIA,0 days 00:01:42.976000,0 days 00:00:27.543000,0 days 00:00:31.130000,0 days 00:00:44.303000
PIA,0 days 00:01:42.658000,0 days 00:00:27.411000,0 days 00:00:31.102000,0 days 00:00:44.145000
PIA,0 days 00:01:43.456000,0 days 00:00:27.320000,0 days 00:00:31.332000,0 days 00:00:44.804000
PIA,0 days 00:01:42.975000,0 days 00:00:27.564000,0 days 00:00:31.194000,0 days 00:00:44.217000
PIA,0 days 00:01:42.871000,0 days 00:00:27.614000,0 days 00:00:31.126000,0 days 00:00:44.131000
PIA,0 days 00:01:43.139000,0 days 00:00:27.647000,0 days 00:00:31.030000,0 days 00:00:44.462000
PIA,0 days 00:01:42.645000,0 days 00:00:27.433000,0 days 00:00:30.992000,0 days 00:00:44.220000
PIA,0 days 00:01:47.643000,0 days 00:00:27.548000,0 days 00:00:30.966000,0 days 00:00:49.129000
PIA,0 days 00:01:59.282000,0 days 00:00:45.362000,0 days 00:00:30.578000,0 days 00:00:43.342000
PIA,0 days 00:01:39.739000,0 days 00:00:26.748000,0 days 00:00:30.172000,0 days 00:00:42.819000
PIA,0 days 00:01:40.632000,0 days 00:00:26.874000,0 days 00:00:30.344000,0 days 00:00:43.414000
PIA,0 days 00:01:40.478000,0 days 00:00:26.907000,0 days 00:00:30.285000,0 days 00:00:43.286000
PIA,0 days 00:01:52.541000,0 days 00:00:26.850000,0 days 00:00:30.496000,0 days 00:00:55.195000
PIA,0 days 00:02:15.352000,0 days 00:00:35.501000,0 days 00:00:41.433000,0 days 00:00:58.418000
PIA,0 days 00:02:12.376000,0 days 00:00:34.557000,0 days 00:00:41.506000,0 days 00:00:56.313000
PIA,0 days 00:02:17.575000,0 days 00:00:35.195000,0 days 00:00:41.459000,0 days 00:01:00.921000
PIA,0 days 00:02:25.072000,0 days 00:00:47.353000,0 days 00:00:38.244000,0 days 00:00:59.475000
PIA,0 days 00:01:54.121000,0 days 00:00:26.938000,0 days 00:00:30.317000,0 days 00:00:56.866000
PIA,0 days 00:02:29.005000,0 days 00:00:33.551000,0 days 00:00:50.843000,0 days 00:01:04.611000
PIA,0 days 00:02:25.655000,0 days 00:00:39.593000,0 days 00:00:46.310000,0 days 00:00:59.752000
PIA,0 days 00:02:21.071000,0 days 00:00:36.007000,0 days 00:00:44.063000,0 days 00:01:01.001000
PIA,0 days 00:02:24.001000,0 days 00:00:33.807000,0 days 00:00:44.376000,0 days 00:01:05.818000
PIA,0 days 00:01:41.017000,0 days 00:00:26.910000,0 days 00:00:30.478000,0 days 00:00:43.629000
PIA,0 days 00:01:40.725000,0 days 00:00:26.960000,0 days 00:00:30.251000,0 days 00:00:43.514000
PIA,0 days 00:01:40.748000,0 days 00:00:26.939000,0 days 00:00:30.238000,0 days 00:00:43.571000
PIA,0 days 00:01:40.397000,0 days 00:00:26.844000,0 days 00:00:30.159000,0 days 00:00:43.394000
PIA,0 days 00:01:41.500000,0 days 00:00:27.069000,0 days 00:00:30.456000,0 days 00:00:43.975000
PIA,0 days 00:01:41.450000,0 days 00:00:27.084000,0 days 00:00:30.586000,0 days 00:00:43.780000
PIA,0 days 00:01:40.946000,0 days 00:00:26.850000,0 days 00:00:30.517000,0 days 00:00:43.579000
PIA,0 days 00:01:41.496000,0 days 00:00:27.005000,0 days 00:00:30.593000,0 days 00:00:43.898000
PIA,0 days 00:01:41.119000,0 days 00:00:27.102000,0 days 00:00:30.291000,0 days 00:00:43.726000
PIA,0 days 00:01:41.621000,0 days 00:00:27.078000,0 days 00:00:30.568000,0 days 00:00:43.975000
PIA,0 days 00:01:41.010000,0 days 00:00:26.998000,0 days 00:00:30.225000,0 days 00:00:43.787000
PIA,0 days 00:01:40.876000,0 days 00:00:26.880000,0 days 00:00:30.268000,0 days 00:00:43.728000
PIA,0 days 00:01:41.004000,0 days 00:00:26.999000,0 days 00:00:30.274000,0 days 00:00:43.731000
PIA,0 days 00:01:41.301000,0 days 00:00:27.105000,0 days 00:00:30.429000,0 days 00:00:43.767000
PIA,0 days 00:01:41.294000,0 days 00:00:26.957000,0 days 00:00:30.596000,0 days 00:00:43.741000
PIA,0 days 00:01:41.450000,0 days 00:00:26.982000,0 days 00:00:30.572000,0 days 00:00:43.896000
PIA,0 days 00:01:41.437000,0 days 00:00:26.986000,0 days 00:00:30.462000,0 days 00:00:43.989000
PIA,0 days 00:01:42.046000,0 days 00:00:27.078000,0 days 00:00:30.314000,0 days 00:00:44.654000
PIA,0 days 00:01:41.297000,0 days 00:00:26.913000,0 days 00:00:30.593000,0 days 00:00:43.791000
PIA,0 days 00:01:41.331000,0 days 00:00:26.947000,0 days 00:00:30.473000,0 days 00:00:43.911000
PIA,0 days 00:01:41.602000,0 days 00:00:27.234000,0 days 00:00:30.555000,0 days 00:00:43.813000
PIA,0 days 00:01:41.471000,0 days 00:00:27.208000,0 days 00:00:30.453000,0 days 00:00:43.810000
PIA,0 days 00:01:41.647000,0 days 00:00:27.195000,0 days 00:00:30.533000,0 days 00:00:43.919000
PIA,0 days 00:01:41.450000,0 days 00:00:27.133000,0 days 00:00:30.322000,0 days 00:00:43.995000
PIA,0 days 00:01:41.610000,0 days 00:00:27.176000,0 days 00:00:30.288000,0 days 00:00:44.146000
